,refcode,C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,exp_a,exp_b,exp_c,exp_alpha,exp_beta,exp_gamma,exp_V,opt_a,opt_b,opt_c,opt_alpha,opt_beta,opt_gamma,opt_V,E_V,E_R,E_H,E_RH,K_V,K_R,K_H,K_RH,G_V,G_R,G_H,G_RH,n_H,A_L
2243,FADPAF,12.35,10.04,8.21,-0.0,-0.06,0.04,10.04,19.74,14.09,-0.01,-0.5,0.0,8.21,14.09,18.53,-0.0,-0.17,0.01,-0.0,-0.01,-0.0,9.16,0.0,0.61,-0.06,-0.5,-0.17,0.0,2.28,0.01,0.04,0.0,0.01,0.61,0.01,3.49,19.8975,9.0425,21.1651,90.0,92.49899999999998,90.0,3804.46976916894,20.173196764708862,8.967937780613024,21.40760281407925,90.00017573064957,91.5404754913691,90.0005427197835,3871.4919435748297,11.37009396938568,8.677732701229854,10.023913335307768,9.35082301826881,12.811111111111112,11.160668581516823,11.985889846313967,11.573279213915395,4.204666666666666,3.166103601398383,3.6853851340325248,3.425744367715454,0.36055368975344365,0.649176892810392
2244,IRIQAC,14.51,11.41,6.09,-0.01,-0.01,-0.0,11.41,19.73,10.58,-0.02,-0.01,0.01,6.09,10.58,23.95,-0.01,-0.01,-0.0,-0.01,-0.02,-0.01,5.29,0.0,-0.0,-0.01,-0.01,-0.01,0.0,2.55,-0.0,-0.0,0.01,-0.0,-0.0,-0.0,5.52,9.303,9.793,24.399,90.0,90.0,90.0,2222.853303321002,9.39602440592786,9.68670039455081,24.333359391051594,89.99996054725194,89.99890841970999,90.0006285282815,2214.736555268586,12.503078948188303,10.509976749750539,11.506527848969421,11.008252299359981,12.705555555555556,11.763822495766911,12.234689025661233,11.999255760714071,4.679333333333333,3.889422077323377,4.284377705328355,4.086899891325866,0.34321028543230264,0.4205490895079612
2245,VEJSUB,11.37,9.93,7.57,-0.01,0.8,-0.01,9.93,15.16,6.91,0.0,0.33,0.03,7.57,6.91,9.17,0.05,0.38,0.0,-0.01,0.0,0.05,3.78,0.0,-0.74,0.8,0.33,0.38,0.0,5.16,-0.01,-0.01,0.03,0.0,-0.74,-0.01,3.95,10.3419,16.4056,20.936000000000003,90.0,100.53700000000002,90.0,3492.2088764047526,10.64183756397108,16.923789408491224,20.361162367838087,90.01519963507882,104.2692648212102,89.99861141688838,3553.9141590025124,8.93562552903335,6.644186685025693,7.7899061070295215,7.217046396027607,9.39111111111111,8.535051641408506,8.963081376259808,8.749066508834158,3.330666666666667,2.424431107027234,2.8775488868469505,2.650989996937092,0.35499535243838565,0.716524396697095
2246,WULMUN,17.44,6.57,10.23,-0.96,1.84,-2.12,6.57,20.39,10.44,1.72,0.55,0.34,10.23,10.44,26.21,1.52,3.77,0.05,-0.96,1.72,1.52,6.92,0.83,0.01,1.84,0.55,3.77,0.83,3.79,-0.38,-2.12,0.34,0.05,0.01,-0.38,3.12,10.4791,12.1491,13.5959,94.69100000000002,100.902,114.22,1525.3221678544942,10.615286180373817,12.092340014815026,13.884609232038766,94.41061687650178,102.67688468145435,113.19760996925784,1571.5121407043166,13.830778219976448,10.813427532931975,12.322102876454212,11.567765204693092,13.16888888888889,11.42019525589916,12.294542072394025,11.857368664146591,5.219333333333333,4.028281935321167,4.62380763432725,4.326044784824209,0.33290435452350486,0.5964736025837586
2247,IPOBEX,12.77,7.42,6.67,0.56,0.28,0.26,7.42,17.54,7.72,0.32,0.58,0.93,6.67,7.72,15.17,0.64,-0.33,-0.6,0.56,0.32,0.64,3.93,-0.14,0.58,0.28,0.58,-0.33,-0.14,1.9,0.03,0.26,0.93,-0.6,0.58,0.03,3.03,12.1868,14.846900000000002,21.887,97.899,94.943,100.39400000000002,3833.103967509336,12.155418659045974,14.827364973501016,22.185807818818816,98.45124628801015,95.51624769715625,99.34915060902247,3873.0415124993337,9.031316187594554,7.98556686321869,8.50844152540662,8.247004194312655,9.899999999999999,9.568038158466768,9.734019079233384,9.651028618850077,3.35,2.933931687403064,3.141965843701532,3.037948765552298,0.3542868723012284,0.2984954517049279
2248,WAVSIW,19.03,13.16,8.76,0.01,-2.52,0.01,13.16,17.72,9.34,0.01,-0.6,0.0,8.76,9.34,17.93,-0.0,4.09,-0.0,0.01,0.01,-0.0,4.64,0.0,0.36,-2.52,-0.6,4.09,0.0,3.93,0.0,0.01,0.0,-0.0,0.36,0.0,4.93,8.8603,6.9676,25.6621,90.0,93.615,90.0,1581.0981646723685,8.900008568513773,7.042021040838579,24.85676173948524,90.00016842892846,92.78361282678328,89.99988211396811,1556.0356833089982,11.526686361398326,7.323716339317418,9.425201350357872,8.374458844837644,13.022222222222224,12.398686974208259,12.710454598215241,12.55457078621175,4.261333333333334,2.612715611257011,3.4370244722951724,3.024870041776092,0.3759745825280667,1.0949663883089031
2249,FIYMOR,18.54,11.04,9.31,0.01,-0.77,-0.0,11.04,17.77,10.07,0.0,1.07,0.0,9.31,10.07,13.32,0.0,-2.4,-0.0,0.01,0.0,0.0,6.67,-0.0,1.38,-0.77,1.07,-2.4,-0.0,4.23,0.0,-0.0,0.0,-0.0,1.38,0.0,6.15,9.126,16.249,13.116,90.0,107.044,90.0,1859.527995744692,9.362627028720343,15.931270847819327,13.179982029665087,89.9986346444991,106.19998904792313,90.00104102009,1887.8481536840889,12.482004785534201,9.242172068449152,10.862088426991676,10.052130247720413,12.274444444444445,11.182008421025419,11.728226432734932,11.455117426880175,4.690666666666668,3.392254193810256,4.0414604302384625,3.7168573120243593,0.34545533444470095,0.7306354518076636
2250,HUXJOA,21.85,8.57,8.85,-0.0,3.6,0.0,8.57,10.87,8.46,0.0,-1.27,0.02,8.85,8.46,13.89,0.0,1.82,0.02,-0.0,0.0,0.0,4.18,-0.0,-1.29,3.6,-1.27,1.82,-0.0,4.18,-0.0,0.0,0.02,0.02,-1.29,-0.0,3.88,11.7093,17.477,9.2337,90.0,109.78100000000002,90.0,1778.1156076953364,11.787531701563111,17.035503299098433,9.458404039018925,89.99690971284643,111.68432353717054,90.001170611683,1764.902249268879,10.288287820862916,6.092716729122498,8.190502274992706,7.141609502057602,10.93,9.979028765030328,10.454514382515164,10.216771573772746,3.8299999999999996,2.1787071512912703,3.004353575645635,2.591530363468453,0.368873838868717,1.2647200144400432
2251,URAQEK,17.91,7.37,15.6,-0.0,-6.39,-0.0,7.37,12.25,6.21,0.01,2.24,0.0,15.6,6.21,22.91,0.01,-12.29,-0.0,-0.0,0.01,0.01,2.56,-0.0,2.22,-6.39,2.24,-12.29,-0.0,11.96,-0.0,-0.0,0.0,-0.0,2.22,-0.0,4.8,8.736,7.809,16.122,90.0,103.57,90.0,1069.130586451451,8.642459697382533,7.890326845824992,16.030454217072318,90.00040777346815,103.50601759366064,89.99972426621311,1062.9155173767258,14.273154147104849,5.167750858955142,9.720452503029996,7.444101680992569,12.381111111111109,9.566728252216624,10.973919681663865,10.270323966940245,5.456666666666666,1.8325746567207195,3.644620661693693,2.738597659207206,0.35049296549472075,2.4534007781709497
2252,QOKQUE,15.4,8.51,6.99,-0.0,1.16,0.0,8.51,13.71,9.06,-0.0,-0.16,0.0,6.99,9.06,15.36,0.0,1.69,0.0,-0.0,-0.0,0.0,4.56,-0.0,0.18,1.16,-0.16,1.69,-0.0,2.85,-0.0,0.0,0.0,0.0,0.18,-0.0,3.98,5.9388,12.164,21.118,90.0,97.72,90.0,1511.7280277189004,5.941865544776273,12.341795524967036,20.999822160799468,90.00008071169275,97.56082270737346,90.00009742831124,1526.597003670165,9.695510219719173,8.496936482926033,9.096223351322603,8.796579917124319,10.398888888888889,10.07117845625739,10.23503367257314,10.153106064415265,3.6053333333333333,3.125286368750129,3.365309851041731,3.24529810989593,0.3518372790980625,0.3211085649210935
2253,USULEB,12.03,9.36,8.92,0.97,-1.15,-0.82,9.36,12.91,7.14,-2.13,-1.0,2.25,8.92,7.14,16.56,-0.18,-0.54,-0.93,0.97,-2.13,-0.18,3.7,0.43,-0.74,-1.15,-1.0,-0.54,0.43,2.53,0.53,-0.82,2.25,-0.93,-0.74,0.53,2.89,10.082,10.799,13.267,105.568,93.489,111.33,1275.770220954652,9.928241624978709,10.947431159529588,13.43595462238202,105.81448274085204,94.12707469233077,112.09106825134462,1276.7414855109648,7.940867086352298,2.7275049960432667,5.334186041197782,4.0308455186205245,10.26,9.370737069105463,9.815368534552732,9.593052801829097,2.896,0.9395541627366301,1.917777081368315,1.4286656220524725,0.40828094687951927,2.5187298307654062
2254,EZUJEP,12.05,9.71,8.36,0.25,-1.72,0.0,9.71,12.22,8.47,-0.25,1.74,-0.0,8.36,8.47,13.61,0.0,0.06,0.03,0.25,-0.25,0.0,4.34,0.0,1.57,-1.72,1.74,0.06,0.0,4.34,0.51,0.0,-0.0,0.03,1.57,0.51,1.42,29.2867,29.2867,10.8321,90.0,90.0,120.0,8046.076722223442,29.21181225380585,29.213453547120235,10.909146778169273,89.98617516663144,90.00857826582971,119.99451983862072,8062.816682968552,7.6294706308919515,3.071415227015302,5.350442928953627,4.210929077984464,10.106666666666666,10.103196723302949,10.104931694984806,10.104064209143878,2.7760000000000002,1.0595963931863364,1.9177981965931683,1.4886972948897523,0.4107519128305263,2.1536084549039765
2255,HOJDAO,19.14,8.5,6.88,-0.0,-0.28,-0.0,8.5,14.94,9.04,0.0,-0.66,0.0,6.88,9.04,13.98,0.0,-0.06,-0.0,-0.0,0.0,0.0,4.75,0.0,-1.21,-0.28,-0.66,-0.06,0.0,3.21,0.0,-0.0,0.0,-0.0,-1.21,0.0,4.15,15.3035,9.3897,12.7018,90.0,97.53499999999998,90.0,1809.4280218535623,15.196834391912724,9.406360053874671,12.651314893735655,90.00030777626148,96.84154755159688,89.99990983570679,1795.5888068129236,10.672935147942034,9.7752527309068,10.224093939424417,9.999673335165609,10.766666666666666,10.603449850327138,10.685058258496902,10.64425405441202,3.9979999999999998,3.6302763049724804,3.8141381524862403,3.7222072287293604,0.3404985554025765,0.2162881760487201
2256,ATEGUC,15.98,12.92,10.32,1.05,2.97,1.2,12.92,16.5,10.27,0.99,2.38,-1.57,10.32,10.27,19.29,-0.26,1.94,0.45,1.05,0.99,-0.26,4.01,1.93,0.68,2.97,2.38,1.94,1.93,6.66,1.6,1.2,-1.57,0.45,0.68,1.6,5.47,10.0605,11.357,11.6434,76.252,68.044,75.37099999999998,1178.5512214321857,9.905568527124895,11.477308081096188,11.654293731456017,77.52160526452418,67.84696249721337,75.14490223440339,1175.5471105549557,11.989944749708613,7.938554499933876,9.964249624821244,8.95140206237756,13.198888888888888,12.230197309414377,12.714543099151633,12.472370204283006,4.445333333333334,2.851866023543832,3.648599678438583,3.2502328509912077,0.36904504373732394,0.9954714298881147
2257,BOWBUN,16.95,10.29,9.38,-0.01,-0.94,-0.0,10.29,16.53,8.26,0.01,0.45,-0.0,9.38,8.26,21.82,0.0,-0.18,0.0,-0.01,0.01,0.0,2.78,0.0,0.76,-0.94,0.45,-0.18,0.0,2.88,0.0,-0.0,-0.0,0.0,0.76,0.0,2.18,9.7151,25.6102,12.368100000000002,90.0,92.429,90.0,3074.488318855297,9.78081894052382,25.463583813453887,12.365392217722984,89.99964091912054,92.60140824595472,90.00041485035405,3076.4853556429616,9.32425522095304,7.863030106748528,8.593642663850783,8.228336385299656,12.351111111111111,12.241705012596793,12.296408061853953,12.269056537225373,3.3926666666666665,2.8224430773290288,3.1075548719978476,2.9649989746634384,0.38345730786750076,0.41156263624502415
2258,BUSZIA,13.5,7.32,12.39,0.0,-0.12,0.0,7.32,17.75,8.13,-0.0,0.73,0.01,12.39,8.13,20.85,-0.02,4.5,-0.01,0.0,-0.0,-0.02,1.99,-0.0,-0.15,-0.12,0.73,4.5,-0.0,4.58,-0.0,0.0,0.01,-0.01,-0.15,-0.0,2.39,8.4523,14.0414,15.167199999999998,90.0,94.623,90.0,1794.2191715297424,8.5972752960667,13.808898202889736,15.366509736472237,89.99404408888795,95.71484864343978,90.0063766112561,1815.2279871909088,9.341517863195715,5.913013227759241,7.627265545477478,6.770139386618359,11.975555555555555,11.11993096450347,11.547743260029513,11.33383711226649,3.4093333333333335,2.0947702049047185,2.752051769119026,2.4234109870118723,0.38960966510583694,1.0916478920470734
2259,LETBET,13.18,9.42,10.24,-0.69,0.01,-0.42,9.42,16.08,7.12,1.33,-0.65,0.84,10.24,7.12,18.8,0.93,-0.52,-0.7,-0.69,1.33,0.93,3.68,-0.38,-0.93,0.01,-0.65,-0.52,-0.38,3.65,-0.55,-0.42,0.84,-0.7,-0.93,-0.55,3.48,10.0432,10.4646,13.9932,105.42199999999998,105.982,96.407,1335.532835556323,10.169417497548842,10.30387151206676,13.764242533875652,104.8137523433709,106.62832446793418,94.2913502078586,1318.868899083073,9.715046367989178,7.360187946488333,8.537617157238756,7.9489025518635446,11.291111111111112,11.103742986801517,11.197427048956314,11.150585017878916,3.5806666666666667,2.6484567257197424,3.1145616961932046,2.8815092109564735,0.37272556879206464,0.6745428568714542
2260,QEKSOP,12.38,8.58,11.12,0.0,-0.01,0.0,8.58,33.7,11.31,-0.0,-0.01,0.0,11.12,11.31,16.83,-0.0,-0.02,0.0,0.0,-0.0,-0.0,7.7,-0.0,0.0,-0.01,-0.01,-0.02,-0.0,3.21,-0.0,0.0,0.0,0.0,0.0,-0.0,2.03,12.1522,14.2055,8.8525,90.0,90.0,90.0,1528.19005252775,12.249052317501931,14.678907623089469,8.31290022124008,90.00073741133261,89.99915653284071,90.00108989819535,1494.681965893062,12.705537483641804,8.282467266368013,10.494002375004907,9.38823482068646,13.881111111111112,11.79633291241414,12.838722011762627,12.317527462088384,4.714666666666667,2.994428504573661,3.854547585620164,3.4244880450969126,0.36354203447786215,1.0279703861268639
2261,XARXUM,20.03,8.52,9.84,0.01,1.16,0.0,8.52,22.94,13.01,-0.02,-0.23,0.0,9.84,13.01,21.29,0.01,3.13,0.01,0.01,-0.02,0.01,7.62,0.02,2.34,1.16,-0.23,3.13,0.02,4.29,-0.0,0.0,0.0,0.01,2.34,-0.0,4.67,7.8685,15.9375,10.112,90.0,102.539,90.0,1237.8416151237604,7.983484026000215,15.779084044490732,9.853682944475056,89.9986964071284,102.05094797126006,90.00152287091524,1213.9336876514506,14.623148419101765,12.099130368608312,13.361139393855039,12.730134881231676,14.11111111111111,13.442644287333959,13.776877699222535,13.609760993278247,5.508666666666667,4.481190283095186,4.994928474880926,4.738059378988057,0.3382665539717664,0.4641443748899961
2262,YOWJAW,14.39,6.45,8.84,-1.52,0.69,-0.05,6.45,18.75,7.76,0.24,1.79,0.53,8.84,7.76,17.64,0.01,-1.34,1.39,-1.52,0.24,0.01,3.89,0.28,0.1,0.69,1.79,-1.34,0.28,5.27,-0.28,-0.05,0.53,1.39,0.1,-0.28,3.93,9.437,10.499,13.87,79.32,76.86,86.1,1314.583004205714,9.163327603050334,10.477606746909435,13.8423698318838,79.00365202323927,77.05365085861544,86.75494840656266,1271.3047528929364,11.771780921291258,10.444377284784185,11.10807910303772,10.776228193910953,10.764444444444445,10.355879355503069,10.560161899973757,10.458020627738414,4.466666666666667,3.920829746519343,4.193748206593005,4.057288976556174,0.3246478983695533,0.29400452555410733
2263,XUJNIZ,14.53,12.09,12.96,0.02,-1.38,-0.01,12.09,16.95,10.27,-0.0,-3.24,-0.0,12.96,10.27,19.52,0.01,-1.5,0.0,0.02,-0.0,0.01,2.34,-0.0,-1.59,-1.38,-3.24,-1.5,-0.0,5.87,0.0,-0.01,-0.0,0.0,-1.59,0.0,3.64,21.984,10.819,18.168,90.0,138.03,90.0,2889.7426689534886,22.44650563225222,10.698885467872913,17.998793039397516,90.00301619782633,137.751789162761,89.99665035072734,2906.176572154206,9.45000561090639,6.140962692392039,7.795484151649214,6.9682234220206265,13.515555555555554,12.606587281911183,13.06107141873337,12.833829350322276,3.4153333333333338,2.1641201648823234,2.7897267491078286,2.4769234569950758,0.4003026706388634,1.0226038565161168
2264,NILZAM,15.89,8.5,8.86,-1.92,-0.58,0.38,8.5,14.68,8.8,1.43,-0.23,0.58,8.86,8.8,17.27,-1.84,-1.69,-0.19,-1.92,1.43,-1.84,1.92,0.64,0.16,-0.58,-0.23,-1.69,0.64,2.59,-1.84,0.38,0.58,-0.19,0.16,-1.84,3.59,5.6517,12.958000000000004,14.058,106.546,91.758,91.3,985.9070808540004,5.668197673868538,12.928693789103963,14.164259473038353,109.06623160194536,91.42698920759844,91.04159932467503,980.3636551462466,8.422687003913824,3.881676917807918,6.1521819608608705,5.016929439334394,11.128888888888888,10.580560759519631,10.85472482420426,10.717642791861945,3.0653333333333337,1.3488768319349245,2.207105082634129,1.7779909572845267,0.40478758140922017,1.8362477968863464
2265,KUGFEY,10.15,8.2,8.38,0.0,-0.74,-0.0,8.2,14.22,8.21,0.01,-0.04,-0.0,8.38,8.21,12.51,0.01,1.66,-0.0,0.0,0.01,0.01,5.3,0.0,0.92,-0.74,-0.04,1.66,0.0,2.46,-0.0,-0.0,-0.0,-0.0,0.92,-0.0,3.35,12.5216,7.6893,18.1325,90.0,99.606,90.0,1721.3603392174766,12.815871212715084,7.626778566820525,18.42134695989632,89.99990178281531,99.70301847011082,89.99995044901,1774.8147439018178,8.220324039186135,5.119243557350673,6.669783798268404,5.894513677809538,9.60666666666667,9.348837824694204,9.477752245680437,9.413295035187321,3.028,1.816962718500325,2.4224813592501624,2.119722038875244,0.38223512827547695,1.1423645497029293
2266,YURJIG,15.62,9.26,5.33,0.0,0.0,0.0,9.26,13.81,9.6,0.0,-0.0,-0.01,5.33,9.6,20.99,0.01,0.0,-0.01,0.0,0.0,0.01,4.34,-0.0,-0.0,0.0,-0.0,0.0,-0.0,5.01,0.0,0.0,-0.01,-0.01,-0.0,0.0,3.92,9.191,10.4307,27.4512,90.0,90.0,90.0,2631.70711584144,9.067760818976856,10.473701922278956,27.50090967638147,89.99980931142464,89.99940753119957,89.99792940371191,2611.844550670395,11.650510677808729,10.2903453585599,10.970428018184315,10.630386688372107,10.977777777777778,10.837916981064929,10.907847379421353,10.872882180243142,4.402666666666667,3.8346618482883796,4.118664257477523,3.976663052882951,0.33231198696801256,0.3091322310714133
2267,AKAVOY,12.81,11.03,7.61,-0.27,1.89,-0.77,11.03,17.6,6.49,-0.96,-1.19,0.82,7.61,6.49,21.45,0.69,2.61,2.39,-0.27,-0.96,0.69,2.83,-0.69,-0.71,1.89,-1.19,2.61,-0.69,9.19,-0.41,-0.77,0.82,2.39,-0.71,-0.41,3.2,7.094,10.191,10.3049,82.091,80.307,76.48099999999998,710.2486053265307,7.281977815632815,10.115156755749643,10.244234448254106,80.59103824733491,79.387587478678,74.25528903118746,708.6827304716367,12.680263469356246,7.215295861783586,9.947779665569916,8.581537763676751,11.346666666666666,10.737501083096976,11.042083874881822,10.8897924789894,4.825999999999999,2.599161117710323,3.712580558855161,3.155870838282742,0.3488315044694352,1.3848440480577102
2268,ISABOU,22.35,12.48,15.17,0.0,-0.03,0.01,12.48,25.99,12.03,0.0,2.45,-0.0,15.17,12.03,29.28,-0.01,1.21,-0.0,0.0,0.0,-0.01,3.73,0.0,1.42,-0.03,2.45,1.21,0.0,5.59,0.0,0.01,-0.0,-0.0,1.42,0.0,3.92,10.5164,16.3854,8.1277,90.0,91.46,90.0,1400.0733711090052,9.858520519728174,16.618252655884994,8.097726125474553,90.00090833918279,90.60381437448795,89.99697776614799,1326.5880134348995,14.133586996846597,12.06587637848045,13.099731687663525,12.582804033071987,17.442222222222224,16.96809221830906,17.20515722026564,17.08662471928735,5.177333333333333,4.366996181523713,4.7721647574285235,4.569580469476119,0.3730528961517331,0.381608134279753
2269,YEBQON,14.31,5.82,12.66,-0.0,2.37,-0.0,5.82,20.48,6.13,0.0,0.11,0.0,12.66,6.13,14.77,-0.0,2.26,-0.0,-0.0,0.0,-0.0,3.07,0.0,1.75,2.37,0.11,2.26,0.0,5.18,0.0,-0.0,0.0,-0.0,1.75,0.0,2.82,11.085,7.784,11.11,90.0,109.832,90.0,901.7782857673858,11.45578898429243,7.725366167053965,11.05613883374544,90.00035793027959,111.44149585949565,89.99985812351713,910.751476192338,10.40655870738688,5.699734222856252,8.053146465121566,6.876440343988909,10.975555555555554,10.462819685672013,10.719187620613784,10.591003653142899,3.8773333333333335,2.0223203983807503,2.949826865857042,2.486073632118896,0.37396555730560027,1.4562473770452995
2270,HIMRED,18.99,8.56,13.68,-0.02,-7.69,0.01,8.56,13.37,9.09,0.0,1.01,-0.0,13.68,9.09,15.42,-0.01,-4.08,0.0,-0.02,0.0,-0.01,1.99,0.01,0.04,-7.69,1.01,-4.08,0.01,8.56,-0.0,0.01,-0.0,0.0,0.04,-0.0,2.81,19.502,6.0882,10.5771,90.0,97.86700000000002,90.0,1244.021648716143,19.1877601257078,6.062147810140186,10.796048756163064,89.99792756438315,98.7492776032314,89.99793299324388,1241.1729601238003,10.256062950733495,5.791991297817321,8.024027124275408,6.908009211046364,12.271111111111113,10.722783500761707,11.49694730593641,11.109865403349058,3.768666666666667,2.053935847220038,2.9113012569433527,2.4826185520816955,0.38324327124754615,1.3638968465718044
2271,CIPPIB,12.82,7.16,10.4,0.0,0.0,0.0,7.16,16.63,8.6,0.0,0.0,-0.0,10.4,8.6,12.66,-0.0,0.0,0.0,0.0,0.0,-0.0,2.8,0.0,-0.0,0.0,0.0,0.0,0.0,3.39,-0.0,0.0,-0.0,0.0,-0.0,-0.0,3.72,13.145,13.2339,17.455,90.0,90.0,90.0,3036.4650885525007,13.061593835348548,13.10918255301788,17.13308992137398,89.99986579353269,90.00112876841503,89.99965119097418,2933.6444694720826,8.330074348724484,6.74318193245389,7.536628140589187,7.139905036521538,10.492222222222221,10.44485411956615,10.468538170894185,10.456696145230168,3.045333333333333,2.4214236946108474,2.73337851397209,2.577401104291469,0.37990074084033665,0.5126490479850374
2272,QIQLEJ,11.49,6.63,8.44,-0.0,-0.21,0.0,6.63,11.2,10.18,-0.02,0.2,-0.0,8.44,10.18,18.43,-0.01,-0.11,-0.0,-0.0,-0.02,-0.01,2.33,0.0,0.54,-0.21,0.2,-0.11,0.0,2.21,-0.0,0.0,-0.0,-0.0,0.54,-0.0,2.87,11.6678,16.6283,17.8362,90.0,97.368,90.0,3431.9288753689607,11.792337343182387,17.059463492014338,17.06595771012316,89.99996185093231,94.32676070402088,89.99974422463005,3423.390366481805,7.034909310761789,6.5004120084042505,6.7676606595830195,6.634036333993635,10.18,8.970512066722781,9.575256033361391,9.272884050042087,2.5399999999999996,2.35654295609087,2.448271478045435,2.4024072170681525,0.3821966204327091,0.209997746108911
2273,LIVPUC,14.65,10.14,9.45,-0.85,0.59,0.02,10.14,29.2,12.43,-0.9,-0.25,5.72,9.45,12.43,32.19,-9.48,0.44,-0.86,-0.85,-0.9,-9.48,8.75,0.9,-1.26,0.59,-0.25,0.44,0.9,4.25,-0.01,0.02,5.72,-0.86,-1.26,-0.01,5.25,7.4553,8.5437,8.7097,67.691,70.46699999999998,66.327,459.0943892210644,7.550713613333581,8.380208426645785,8.605586970623678,68.86651388532702,68.74136996569543,69.25152613400273,457.4277125752883,17.3125888108913,9.923986193404415,13.618287502147858,11.771136847776138,15.564444444444442,12.292494166679836,13.928469305562139,13.110481736120988,6.584666666666666,3.633970993393642,5.109318830030154,4.371644911711898,0.3365705746311478,1.3499475135092969
2274,ZAQCIF,32.39,20.36,9.65,0.0,1.06,0.01,20.36,20.37,8.94,-0.0,0.5,0.0,9.65,8.94,35.39,-0.01,7.62,0.01,0.0,-0.0,-0.01,2.79,0.02,0.04,1.06,0.5,7.62,0.02,4.8,0.0,0.01,0.0,0.01,0.04,0.0,14.02,11.9282,8.3715,13.1421,90.0,113.138,90.0,1206.7673359440184,12.028487565391664,8.135503078006511,13.27146795863789,89.9948785072999,114.48362335476573,90.00136484733912,1181.9357151655988,20.05197769729318,10.910360524247285,15.481169110770232,13.195764817508758,18.450000000000003,14.893606541556712,16.67180327077836,15.782704906167535,7.602,3.959031456113833,5.780515728056916,4.869773592085375,0.34459844499203807,1.4744692155447454
2275,EVISIN,19.84,7.36,12.19,-0.0,-1.25,0.01,7.36,18.99,8.06,-0.01,-0.04,0.02,12.19,8.06,20.05,-0.0,0.44,0.01,-0.0,-0.01,-0.0,3.29,0.0,-1.62,-1.25,-0.04,0.44,0.0,4.75,-0.01,0.01,0.02,0.01,-1.62,-0.01,4.32,10.8811,9.6564,14.064100000000002,90.0,97.864,90.0,1463.8494065011312,10.608450936517576,9.539053472380258,14.299804063345984,89.99701757566399,98.855767121538,90.00061895421642,1429.8122541098207,12.207458714878296,10.462599449278612,11.335029082078453,10.898814265678531,12.677777777777777,12.484069608196666,12.580923692987222,12.532496650591945,4.556666666666667,3.8456371866452765,4.201151926655972,4.023394556650624,0.3497582620218916,0.3796658719921776
2276,GAYZIS,17.84,11.97,13.35,1.85,-1.53,-0.7,11.97,19.07,13.7,0.74,-0.91,3.36,13.35,13.7,40.48,6.37,-9.0,-0.93,1.85,0.74,6.37,5.92,-1.97,-0.8,-1.53,-0.91,-9.0,-1.97,4.87,-0.58,-0.7,3.36,-0.93,-0.8,-0.58,4.24,7.6995,9.2634,17.919799999999995,90.96999999999998,92.039,110.902,1192.637504148792,7.670865100278107,9.214273751465868,17.957289496272367,90.9898834228648,92.6862536567866,111.84909466076148,1175.9539252632214,15.073247812598035,7.108765116490845,11.09100646454444,9.099885790517643,17.27,13.641687141204226,15.455843570602113,14.54876535590317,5.563999999999998,2.5152213681847075,4.039610684092353,3.27741602613853,0.37979052454992923,1.7909369146171754
